Character	Pinyin	Tone	Meaning	Story
阻	zǔ	3	block	Picture block taking form - it whispers "Zǔ!" with vivid energy!
疊	dié	2	heap	"DYEH?" the think tank, crown and shelves question curiously - to heap, stack and fold clothes?
壘	lěi	3	baseball base	The think tank and soil bend down drooping - a baseball base, fortress and mound!
鋤	chú	2	hoe	"CHOO?" the metal questions curiously to assist - a hoe, to weed and root out evil?
叢	cóng	2	thicket	"TSUNG?" the side by side and soil question curiously - a thicket, jungle cluster?
樸	pǔ	2	plain	"POO?" the tree and yoga question curiously - plain, simple and unadorned?
撲	pū	1	pounce on	"POO!" the fingers and yoga sing cheerfully - to pounce on, attack and extinguish fire!
僕	pú	2	servant	"POO?" the person questions curiously - a servant, attendant and butler?
譜	pǔ	3	musical score	The words bend down drooping - a musical score, notation and spectrum!
哄	hōng	1	fool	"HUNG!" the mouth and together sing cheerfully - to fool, coax and deceive!
洪	hóng	2	deluge	"HUNG?" the water and together question curiously - a deluge, flood to inundate?
烘	hōng	1	warm by a fire	"HUNG!" the fire and together sing cheerfully - to warm by a fire, bake and toast!
恭	gōng	1	respectful	"GUNG!" the heart sings cheerfully - respectful, courteous and polite!
拱	gǒng	3	arch	The fingers and together bend down drooping - to arch, bow like a bridge!
暴	bào	4	violent	"BAO!" the sun commands sharply - violent, brutal and fierce!
瀑	pù	4	waterfall	"POO!" the water and violent command sharply - a waterfall, a cascade separating Canada and America!
爆	bào	4	explode	"BAO!" the fire and violent command sharply - to explode, blast and detonate!
殿	diàn	4	ceremonial hall	"DYEN!" the flag, together and missile command sharply - a ceremonial hall, palace and temple!
戴	dài	4	have on	The strokes unite to show have on, shouting "DAI!" sharply - a vivid image to remember!
翼	yì	4	wings	"YEE!" the different wings command sharply - wings, feathers for the clan!
糞	fèn	4	dung	"FUN!" the rice and different command sharply - dung, manure and fertilizer!
撰	zhuàn	4	compose	"JWAN!" the fingers and two snakeskins and together command sharply - to compose, write and author!
啞	yǎ	3	mute	The mouth and asia bend down drooping - mute, silent and speechless!
壺	hú	2	kettle	"HOO?" the soldier, crown and asia question curiously - is this a kettle, a teapot and pot?
蟹	xiè	4	crab	"SHYEH!" the insect commands sharply - a crab, shellfish with claws!
懈	xiè	4	lax	"SHYEH!" the state of mind commands sharply - being lax, slack and relaxed!
購	gòu	4	purchase	"GOH!" the shells command sharply - to purchase, buy and acquire!
溝	gōu	1	ditch	"GOH!" the water sings cheerfully - a ditch, a trench for the generation gap!
鑰	yào	4	key	"YAO!" the metal commands sharply - the key to unlock and access!
籲	yù	4	plead	"YOO!" the bamboo, study group and page command sharply - to plead, appeal and beg!
冊	cè	4	Vol	"TSUH!" the tome commands sharply - a Vol, a book to register!
刪	shān	1	delete	"SHAN!" the saber sings cheerfully - to delete, remove and erase!
柵	zhà	4	palisade	"JAH!" the tree commands sharply - a palisade, a fence of stakes!
珊	shān	1	coral	"SHAN!" the jewel sings cheerfully - coral, a reef and name!
遍	biàn	4	everywhere	"BYEN!" the road commands sharply - everywhere, all over to remind!
偏	piān	1	partial	"PYEN!" the person and book cover sing cheerfully - partial, biased and simplified!
淪	lún	2	sink	"LWUN?" the water and library question curiously - will it sink, fall and descend?
倫	lún	2	human relationships	"LWUN?" the person and library question curiously - human relationships, ethics and family bonds?
哺	bǔ	3	breastfeed	See how the mouth forms breastfeed? It whispers "Bǔ!" softly!
鋪	pù	4	shop	"POO!" the metal sign commands sharply outside the shop - a store spreading goods for sale!
輔	fǔ	3	supplement	This character represents supplement, whispering "Fǔ!" softly!
捕	bǔ	3	capture	The detective's fingers bend down drooping as he captures the thief - trying to catch and seize him!
敷	fū	1	apply	An striking symbol for apply that sings "FOO!" cheerfully - a vivid image to remember!
浦	pǔ	3	river mouth	Picture a river beside a mouth: that's river mouth, whispering "Pǔ!" softly!
蒲	pú	2	cattail	"POO?" the flower at the river mouth questions curiously - is this a cattail, a reed plant growing in marshes?
薄	bó	2	slight	"BWOH?" the flowers question curiously - is the fabric slight, thin, and weak?
簿	bù	4	register	"BOO!" the bamboo commands sharply - write in the register, the ledger and notebook for records!
傅	fù	4	mentor	"FOO!" the master craftsman commands sharply - a mentor with the gummed label teaching his driver!
縛	fù	2	bind fast	"FOO?" the thread questions curiously - should we bind fast with the net, tying up the immortals?
郭	guō	1	outer walls	"GWOH!" the city walls sing cheerfully outside - the outer walls surrounding the city, for the surname Guo!
廓	kuò	4	limitless	"KWOH!" the cave and outer walls command sharply - limitless, vast, and boundless space!
鄙	bǐ	3	despicable	The city walls bend down drooping - despicable, contemptible, and vulgar behavior in the town.
耶	yē	1	Jerusalem	A striking symbol for jerusalem that sings "YEH!" cheerfully!
爺	yé	2	grandfather	"YEH?" he questions curiously - is that grandfather, grandpa, or an old man?
郊	jiāo	1	outskirts	"JYAO!" the city walls sing cheerfully - the outskirts, the suburbs where we do boxing training!
邦	bāng	1	nation	"BAHNG!" the city walls sing cheerfully - a nation, a country, a state!
綁	bǎng	3	truss	The thread stands for truss, whispering "Bǎng!" softly - a vivid image to remember!
郵	yóu	2	post	"YOH?" the city walls question curiously - where's the post office to mail and deliver letters?
鄧	dèng	4	Deng	"DUNG!" the stepladder by the city walls commands sharply - the surname Deng, like Deng Xiaoping!
擲	zhì	4	hurl	"JIH!" the fingers command sharply as they hurl the ball - throwing and casting it far!
廊	láng	2	hallway	"LAHNG?" the cave questions curiously - is this a hallway, a corridor, a passage?
擁	yōng	1	hug	"YUNG!" the fingers sing cheerfully to hug, embrace, and hold tight!
緞	duàn	4	satin	"DWAN!" the thread commands sharply - satin, silk ribbon for her hair!
刁	diāo	1	wily	"DYAO!" the clothes hanger drops and sings cheerfully - wily, cunning, and difficult!
叼	diāo	1	hold in the mouth	"DYAO!" the wily mouth sings cheerfully, holding something in the mouth - gripping and biting!
殷	yīn	1	ardent	"YIN!" the sun sings cheerfully with ardent passion - earnest and fervent enthusiasm!
壽	shòu	4	longevity	"SHOH!" the long grey beard commands sharply - longevity, lifespan, and cigarettes for the elderly!
濤	tāo	2	large waves	"TAO?" the water and long grey beard question curiously - are those large waves surging in the ocean?
鑄	zhù	4	cast	"JOO!" the metal commands sharply - to cast, forge, and mold into shape!
禱	dǎo	3	pray	The altar and long grey beard bend down drooping to pray, worship, and petition the gods.
籌	chóu	2	make arrangements	"CHOH?" the bamboo and long grey beard question curiously - how to make arrangements, plan, and coordinate?
伺	cì	4	attend to	"TSIH!" the person takes charge and commands sharply - to attend to and serve, like a server!
飼	sì	4	rear	"SIH!" the food commands sharply - to rear, raise, and feed the animals!
舶	bó	2	liner	"BWOH?" the boat questions curiously - is that a liner, an ocean ship that moors?
航	háng	2	navigate	"HAHNG?" the boat questions curiously - how to navigate, sail by aviation?
艇	tǐng	3	light boat	A striking symbol for light boat that whispers "Tǐng!" softly!
艦	jiàn	4	warship	"JYEN!" the supervising boat commands sharply - a warship, a battleship for the navy!
艙	cāng	1	ship's cabin	"TSAHNG!" the boat and storehouse sing cheerfully - the ship's cabin, business class seating!
沿	yán	2	along	"YEN?" the water questions curiously - flowing along, beside, and following the shore?
鉛	qiān	1	lead	"CHYEN!" the metal belch sings cheerfully - lead, the element for pencils!
狐	hú	2	fox	"HOO?" the pack of wild dogs questions curiously - is that a fox, a cunning animal?
瓣	bàn	4	petal	"BAN!" the two chili peppers and melon command sharply - a petal, flower part used in bean sauce!
溢	yì	4	brim over	"YEE!" the water commands sharply - to brim over, overflow with yin iron resentment!
暇	xiá	2	spare time	"SHYAH?" the sun questions curiously - is there spare time? The gods have leisure but can't carry themselves.
霞	xiá	2	red sky	"SHYAH?" the weather questions curiously - is that a red sky with sunset clouds and braces?
氧	yǎng	3	oxygen	The gas and sheep bend down drooping - oxygen, the element we breathe.
氛	fēn	1	atmosphere	"FEN!" the gas sings cheerfully - the atmosphere, ambiance, and air around us!
氯	lǜ	4	chlorine	"LYOO!" the gas and snowman command sharply - chlorine, the element to disinfect water!
氫	qīng	1	hydrogen	"CHING!" the gas sings cheerfully - hydrogen, the lightest element floating up!
鞏	gǒng	3	strengthen	The I-beam and ordinary leather bend down drooping to strengthen, consolidate, and fortify the structure.
霸	bà	4	tyrant	"BAH!" the weather commands sharply - a tyrant, a despot who dominates!
壩	bà	4	dam	"BAH!" the soil and tyrant command sharply - building a dam, embankment, and barrier!
勒	lè	4	tighten	"LUH!" the muscle commands sharply - to tighten, strangle, and constrict!
鞠	jū	1	bow respectfully	"JYOO!" the leather and rice sing cheerfully as he bows respectfully, kowtowing and saluting!
靴	xuē	1	boots	"SHWEH!" the leather transforms and sings cheerfully - boots, shoes, and footwear!
鞭	biān	1	whip	"BYEN!" the leather sings cheerfully when convenient - a whip to lash and strike!
芽	yá	2	sprout	"YAH?" the flowers question curiously - is this a sprout, a seedling, or bean shoots?
訝	yà	4	surprised	"YAH!" the words and tusk command sharply - surprised, stunned, and astonished!
撐	chēng	1	prop up	"CHUNG!" the fingers sing cheerfully as they prop up, support, and hold the tent!
雅	yǎ	3	polished	The tusk and turkey bend down drooping - polished, elegant, and refined in the room before goodbye.
邪	xié	2	wicked	"SHYEH?" the tusk and city walls question curiously - is that wicked, evil with a sinister laugh?
奧	ào	4	of great depth	"AO!" the drop, helmet, and droppings command sharply - of great depth, profound, and mysterious!
澳	ào	4	deep inlet	"AO!" the water commands sharply - a deep inlet, a bay, and harbor!
懊	ào	4	remorseful	"AO!" the state of mind commands sharply about the depth - remorseful, regretful, and ashamed!
悉	xī	1	be informed	"SHEE!" the heart sings cheerfully - to be informed, to know, and to learn!
竊	qiè	4	pilfer	"CHYEH!" the hole, droppings, magic wand, prisoner, and glass cover command sharply - to pilfer and steal like a thief!
審	shěn	3	painstaking	A striking symbol for painstaking that whispers "Shěn!" softly!
嬸	shěn	3	auntie	An striking symbol for auntie that whispers "Shěn!" softly - a vivid image to remember!
毯	tǎn	3	blanket	The strokes unite to show blanket, whispering "Tǎn!" softly!
毫	háo	2	milli	A striking symbol for milli that asks "HAO?" curiously - a vivid image to remember!
耗	hào	4	consume	"HAO!" he commands sharply - to consume, waste, and deplete the chicken!
耕	gēng	1	till	"GUNG!" the Christmas tree and well sing cheerfully - to till, plow, and cultivate the land!
籍	jí	2	records	"JEE?" the bamboo, Christmas tree, and times past question curiously - records, documents, and clan archives?
藉	jiè	4	excuse	"JYEH!" the flowers command sharply - an excuse, a pretext to forget!
托	tuō	1	hold up	"TWOH!" the hand sings cheerfully - to hold up and support like a motorcycle, so cocky!
畏	wèi	4	be afraid of	"WAY!" the field commands sharply - to be afraid of, fear, and dread!
喂	wèi	4	Hello	"WAY!" the mouth commands sharply when afraid - Hello, hey to greet!
脹	zhàng	4	bloated	"JAHNG!" the flesh and long command sharply - bloated, swollen, and puffy!
帳	zhàng	4	tent	"JAHNG!" the cloth commands sharply - a tent, canopy, and shelter!
肆	sì	4	IV	"SIH!" the four commands sharply - IV, fraud-proof numeral, and wanton tolerance!
鬍	hú	2	beard	"HOO?" the hair questions curiously about recklessness - a beard, whiskers for the difficult uncle?
鬆	sōng	1	loose	This character represents loose, singing "SUNG!" cheerfully!
鵬	péng	2	roc	"PUNG?" the companion bird questions curiously - a roc, giant and mythical?
鳴	míng	2	twitter	"MING?" the bird questions curiously - to twitter and chirp like Naruto?
鴻	hóng	2	swan	"HUNG?" the Yangtze bird questions curiously - a swan, elegant waterfowl?
鴿	gē	1	pigeon	"GUH!" the bird sings cheerfully - a pigeon, dove, and messenger!
鶴	hè	4	crane	"HUH!" the bird commands sharply - a crane, stork standing tall!
鶯	yīng	1	oriole	"YING!" the firehouse bird sings cheerfully - an oriole, singing and yellow!
鵲	què	4	magpie	"CHWEH!" the times past bird commands sharply - a magpie, chattering and black and white!
鷗	ōu	1	gull	"OH!" the region bird sings cheerfully - a gull, seabird on the coast!
鴉	yā	1	raven	"YAH!" the tusk bird sings cheerfully - a raven, crow in literary form!
鵝	é	2	goose	"UH?" the bird questions curiously - a goose, waterfowl in the velvet room?
烏	wū	1	crow	"WOO!" the bird sings cheerfully though the top stroke is missing - a crow, black raven!
嗚	wū	1	zoom-zoom	"WOO!" the mouth and crow sing cheerfully - zoom-zoom, sound onomatopoeia!
搗	dǎo	3	pound with a pestle	The fingers bend down drooping to pound with a pestle and crush - those hooligans cause trouble!
寓	yù	4	residence	"YOO!" the house commands sharply - a residence, dwelling, and abode!
愚	yú	2	pea-brained	"YOO?" the heart questions curiously - is he pea-brained, foolish, and stupid?
